cordinates,name
"24.845963,36.08462 24.845963,36.08552",N Leeno St 4500 4598
"24.847863,36.08542 24.845963,36.08552",N Delfon St 5600 5698
"24.847823,36.084604 24.845963,36.08462",N Darluniau St 5600 5698
"24.844447,36.090163 24.845463,36.090173",Reto Way
"24.846905,36.089517 24.846936,36.090123",N Yonille St 4916 4942
"24.849613,36.089516 24.846905,36.089517",N Desafio St 5424 5598
"24.846936,36.090123 24.847849,36.090127",Reto Way
"24.847849,36.090127 24.850642,36.090081",Reto Way 5443 5449
"24.847737,36.087125 24.847763,36.08772",N Yonille St
"24.849663,36.08892 24.849613,36.089516",N Scarkeme St 4874 4898
"24.850663,36.08952 24.849613,36.089516",N Desafio St 5400 5422
"24.849663,36.08862 24.849663,36.08892",N Scarkeme St 4836 4872
"24.849663,36.08782 24.849663,36.08862",N Scarkeme St 4800 4834
"24.852045,36.088604 24.849663,36.08862",N Rees St 5300 5498
"24.849663,36.08782 24.847763,36.08772",N Derwen St 5450 5598
"24.852066,36.087731 24.849663,36.08782",N Derwen St 5300 5448
"24.847863,36.086334 24.847737,36.087125",N Yonille St 4700 4720
"24.847863,36.08542 24.847863,36.086334",N Yonille St 4600 4698
"24.847823,36.084604 24.847863,36.08542",N Yonille St 4500 4598
"24.849663,36.08542 24.847863,36.08542",N Delfon St 5424 5598
"24.849663,36.08452 24.847823,36.084604",N Darluniau St 5500 5598
"24.847863,36.08362 24.847823,36.084604",N Yonille St 4400 4498
"24.849532,36.086315 24.847863,36.086334",N Dentro St 5450 5598
"24.852149,36.086309 24.84964,36.086334",N Dentro St 5300 5398
"24.849663,36.08542 24.849604,36.085984",N Scarkeme St
"24.849663,36.08452 24.849663,36.08542",N Scarkeme St 4500 4598
"24.850963,36.08542 24.849663,36.08542",N Delfon St 5400 5422
"24.849663,36.08362 24.849663,36.08452",N Scarkeme St 4400 4498
"24.850963,36.08452 24.849663,36.08452",N Darluniau St 5400 5498
"24.844463,36.08272 24.844463,36.08372",N Pilau St 4300 4398
"24.845963,36.08362 24.844463,36.08372",N Dafnidos St 5700 5798
"24.841761,36.08143 24.843638,36.08143",N Carden St 6099 6001
"24.843638,36.08143 24.843638,36.080773",N Tzavella St 4099 3939
"24.844355,36.079408 24.844363,36.08182",N Pilau St 3900 4098
"24.844363,36.08182 24.844463,36.08272",N Pilau St 4200 4298
"24.845963,36.08272 24.844463,36.08272",N Carretera St 5700 5898
"24.845963,36.08272 24.845963,36.08362",N Leeno St 4300 4398
"24.847863,36.08362 24.845963,36.08362",N Dafnidos St 5600 5698
"24.845956,36.081826 24.845963,36.08272",N Leeno St 4200 4298
"24.847763,36.08272 24.845963,36.08272",N Carretera St 5600 5698
"24.845956,36.081826 24.844363,36.08182",N Carnero St 5700 5898
"24.845863,36.08062 24.845906,36.081179",N Leeno St 4000 4098
"24.846797,36.080613 24.845863,36.08062",N Camino St 5600 5652
"24.843638,36.080773 24.843714,36.078851",N Tzavella St 3937 3901
"24.844279,36.07631 24.844355,36.079408",N Pilau St
"24.844355,36.079408 24.844935,36.079453",N Brada St
"24.845463,36.07972 24.845863,36.08062",N Leeno St 3924 3998
"24.848063,36.08102 24.846663,36.08112",N Carden St 5600 5648
"24.847763,36.08272 24.847863,36.08362",N Yonille St 4300 4398
"24.849663,36.08362 24.847863,36.08362",N Dafnidos St 5500 5598
"24.848063,36.08102 24.847868,36.081808",N Yonille St 4100 4198
"24.849532,36.082647 24.849663,36.08362",
"24.850963,36.08362 24.849663,36.08362",N Dafnidos St 5400 5498
"24.847763,36.08272 24.849532,36.082647",N Carretera St
"24.849532,36.082647 24.850965,36.082703",N Carretera St 5499 5401
"24.849684,36.080057 24.849681,36.081069",N Scarkeme St
"24.849632,36.081709 24.850863,36.08172",N Carnero St 5499 5401
"24.847868,36.081808 24.847763,36.08272",N Yonille St 4200 4298
"24.847868,36.081808 24.849632,36.081709",N Carnero St 5599 5501
"24.849063,36.08102 24.848063,36.08102",N Carden St 5500 5598
"24.848763,36.08002 24.848063,36.08102",N Yonille St 4000 4098
"24.84817,36.079644 24.848429,36.079278",N Yonille St 3899 3875
"24.848663,36.07962 24.848763,36.08002",N Yonille St 3900 3998
"24.849263,36.08002 24.848763,36.08002",N Camino St 5500 5598
"24.84817,36.079644 24.848663,36.07962",
"24.849763,36.07902 24.849684,36.080057",N Scarkeme St
"24.851163,36.07992 24.849684,36.080057",N Camino St 5400 5498
"24.848429,36.079278 24.849146,36.079248",N Yonille St
"24.851263,36.07902 24.849763,36.07902",N Brada St 5400 5498
"24.852263,36.07802 24.850963,36.07802",N Blant St 5300 5400
"24.849663,36.07612 24.849763,36.07802",N Scarkeme St 3700 3798
"24.851976,36.092418 24.851836,36.093863",Karatasou Way 5100 5198
"24.852135,36.092648 24.851836,36.093863",Karatasou Way
"24.851968,36.091381 24.851976,36.092418",N Filis St 5016 5130
"24.853788,36.092337 24.852135,36.092648",Rodou Tunl
"24.851963,36.09052 24.851968,36.091381",N Filis St 4962 5014
"24.854983,36.092121 24.853788,36.092337",Rist Way 5100 5198
"24.856563,36.09152 24.854983,36.092121",Rist Way 5000 5098
"24.855003,36.089515 24.855029,36.090823",N Parla St 4908 4998
"24.860663,36.08952 24.856563,36.09152",Rist Way 4700 4998
"24.850642,36.090081 24.850651,36.090521",N Finiatur St
"24.850663,36.08952 24.850642,36.090081",N Finiatur St
"24.850654,36.088902 24.850663,36.08952",N Finiatur St 4850 4904
"24.851963,36.09052 24.850651,36.090521",N Hix St 5300 5398
"24.851939,36.090081 24.851963,36.09052",N Filis St 4936 4960
"24.850642,36.090081 24.851939,36.090081",Reto Way
"24.851983,36.08952 24.851939,36.090081",N Filis St 4900 4934
"24.852004,36.0889 24.851983,36.08952",N Filis St 4874 4898
"24.852045,36.088604 24.852004,36.0889",N Filis St 4850 4872
"24.852066,36.087731 24.852045,36.088604",N Filis St 4800 4848
"24.852087,36.087027 24.852066,36.087731",N Filis St 4750 4798
"24.855036,36.087759 24.852066,36.087731",N Derwen St 5100 5298
"24.850963,36.08452 24.850963,36.08542",N Finiatur St 4500 4598
"24.85217,36.085393 24.850963,36.08542",N Delfon St 5300 5398
"24.852212,36.084506 24.850963,36.08452",N Darluniau St 5300 5398
"24.850963,36.08362 24.850963,36.08452",N Finiatur St 4400 4498
"24.852149,36.086309 24.852087,36.087027",N Filis St 4700 4748
"24.855063,36.08702 24.852087,36.087027",N Santaroza St 5100 5298
"24.85217,36.085393 24.852149,36.086309",N Filis St 4600 4698
"24.855063,36.08632 24.852149,36.086309",N Dentro St 5100 5298
"24.852212,36.084506 24.85217,36.085393",N Filis St 4500 4598
"24.853663,36.08542 24.85217,36.085393",N Delfon St 5200 5298
"24.853749,36.084506 24.852212,36.084506",N Darluniau St 5200 5298
"24.852315,36.083633 24.852212,36.084506",N Filis St 4400 4498
"24.854995,36.088928 24.855003,36.089515",N Parla St 4874 4906
"24.855016,36.088604 24.854995,36.088928",N Parla St 4822 4872
"24.855036,36.087759 24.855016,36.088604",N Parla St 4800 4820
"24.855063,36.08702 24.855036,36.087759",N Parla St 4750 4798
"24.856263,36.08782 24.856363,36.08892",N Limnou St 4800 4910
"24.856263,36.08782 24.855036,36.087759",N Derwen St 5000 5098
"24.856363,36.08652 24.856263,36.08782",N Limnou St 4700 4798
"24.857563,36.08782 24.856263,36.08782",N Derwen St 4900 4998
"24.853749,36.084506 24.853663,36.08542",N Tolleniau St 4500 4598
"24.855063,36.08542 24.853663,36.08542",N Delfon St 5100 5198
"24.853769,36.083605 24.853749,36.084506",N Tolleniau St 4400 4498
"24.853749,36.084506 24.85438,36.084764",N Darluniau St 5199 5101
"24.85438,36.084764 24.855063,36.08422",N Darluniau St
"24.855063,36.08662 24.855063,36.08702",N Parla St 4708 4748
"24.855063,36.08632 24.855063,36.08662",N Parla St 4700 4706
"24.856363,36.08652 24.855063,36.08662",N Dentro St 5000 5098
"24.855063,36.08542 24.855063,36.08632",N Parla St 4600 4698
"24.856263,36.08542 24.856363,36.08652",N Limnou St 4600 4698
"24.855063,36.08452 24.855063,36.08542",N Parla St 4500 4598
"24.856263,36.08542 24.855063,36.08542",N Delfon St 5000 5098
"24.855063,36.08422 24.855063,36.08452",N Parla St 4424 4498
"24.856363,36.08422 24.856263,36.08542",N Limnou St 4500 4598
"24.857663,36.08542 24.856263,36.08542",N Delfon St 4900 4998
"24.850965,36.082703 24.850963,36.08362",N Finiatur St 4300 4398
"24.852315,36.083633 24.850963,36.08362",N Dafnidos St 5300 5398
"24.850863,36.08172 24.850965,36.082703",N Finiatur St 4200 4298
"24.851363,36.08172 24.850863,36.08172",N Carnero St 5400 5408
"24.852263,36.08172 24.851363,36.08172",N Carnero St 5350 5398
"24.851337,36.080789 24.851363,36.08172",N Finiatur St 4100 4198
"24.852363,36.08272 24.852315,36.083633",N Filis St 4300 4398
"24.853769,36.083605 24.852315,36.083633",N Dafnidos St 5200 5298
"24.852363,36.08272 24.850965,36.082703",N Carretera St 5300 5398
"24.852263,36.08172 24.852363,36.08272",N Filis St 4200 4298
"24.853763,36.08272 24.852363,36.08272",N Carretera St 5200 5298
"24.852863,36.08172 24.852263,36.08172",N Carnero St 5300 5348
"24.853763,36.08172 24.852863,36.08172",N Carnero St 5122 5298
"24.851337,36.080789 24.850663,36.08082",N Carden St 5400 5448
"24.851163,36.07992 24.851337,36.080789",N Finiatur St 4000 4098
"24.851263,36.07902 24.851163,36.07992",N Finiatur St 3820 3998
"24.852763,36.07992 24.851163,36.07992",N Camino St 5250 5398
"24.852863,36.07902 24.851263,36.07902",N Brada St 5300 5398
"24.852763,36.07992 24.852863,36.08082",N Filis St 4000 4098
"24.852863,36.07902 24.852763,36.07992",N Filis St 3900 3998
"24.854864,36.07992 24.852763,36.07992",N Camino St 5100 5248
"24.852264,36.07612 24.852263,36.07802",N Filis St 3700 3798
"24.852864,36.07812 24.852863,36.07902",N Filis St 3800 3898
"24.854864,36.07902 24.852863,36.07902",N Brada St 5100 5298
"24.852864,36.07812 24.852263,36.07802",N Blant St 5250 5298
"24.853564,36.07802 24.852864,36.07812",N Blant St 5200 5248
"24.853763,36.08272 24.853769,36.083605",N Tolleniau St 4300 4398
"24.853763,36.08172 24.853763,36.08272",N Tolleniau St 4200 4298
"24.855063,36.08262 24.853763,36.08272",N Carretera St 5100 5198
"24.855063,36.08362 24.855063,36.08422",N Parla St 4400 4422
"24.856363,36.08422 24.855063,36.08422",N Darluniau St 5000 5098
"24.855063,36.08362 24.853769,36.083605",N Dafnidos St 5100 5198
"24.855063,36.08302 24.855063,36.08362",N Parla St 4306 4398
"24.856364,36.08302 24.855063,36.08302",N Carretera St 5000 5098
"24.855063,36.08262 24.855063,36.08302",N Parla St 4300 4304
"24.856364,36.08302 24.856363,36.08422",N Limnou St 4300 4498
"24.857564,36.08422 24.856363,36.08422",N Darluniau St 4900 4998
"24.856364,36.08172 24.856364,36.08302",N Limnou St 4200 4298
"24.857664,36.08292 24.856364,36.08302",N Carretera St 4900 4998
"24.855027,36.081708 24.855063,36.08262",N Parla St 4200 4298
"24.855027,36.081708 24.853763,36.08172",N Carnero St 5100 5120
"24.856364,36.08172 24.855027,36.081708",N Carnero St 5000 5098
"24.854839,36.080857 24.855027,36.081708",N Parla St 4100 4198
"24.857664,36.08172 24.856364,36.08172",N Carnero St 4900 4998
"24.854964,36.07802 24.853564,36.07802",N Blant St 5100 5198
"24.853364,36.07612 24.853564,36.07802",N Tolleniau St 3700 3798
"24.854839,36.080728 24.854839,36.080857",N Parla St 4018 4098
"24.854864,36.07992 24.854839,36.080728",N Parla St 4000 4016
"24.854964,36.07932 24.854864,36.07992",N Parla St 3950 3998
"24.854864,36.07902 24.854964,36.07932",N Parla St 3900 3948
"24.856264,36.07932 24.854964,36.07932",N Brada St 5000 5098
"24.854964,36.07882 24.854864,36.07902",N Parla St 3874 3898
"24.854964,36.07802 24.854964,36.07882",N Parla St 3800 3872
"24.854964,36.07882 24.856564,36.07852",Nikomidias St 5099 5001
"24.856264,36.07802 24.854964,36.07802",N Blant St 5000 5098
"24.855064,36.07662 24.854964,36.07802",N Parla St 3700 3798
"24.857364,36.07932 24.856264,36.07932",N Brada St 4900 4998
"24.857664,36.07802 24.856264,36.07802",N Blant St 4900 4998
"24.856264,36.07672 24.856264,36.07802",N Limnou St 3700 3798
"24.852863,36.08082 24.854839,36.080857",N Carden St 5199 5101
"24.857563,36.08782 24.857163,36.08902 24.857463,36.08942",N Ithakis St 4800 4998
"24.859063,36.08772 24.857563,36.08782",N Derwen St 4800 4898
"24.857563,36.08662 24.857563,36.08782",N Ithakis St 4700 4798
"24.860063,36.08902 24.859163,36.08902",N Valmai St 4628 4668
"24.859063,36.08772 24.859163,36.08832",N Omirou St 4800 4898
"24.858964,36.08652 24.859063,36.08772",N Omirou St 4700 4798
"24.860364,36.08772 24.859063,36.08772",N Derwen St 4600 4798
"24.857563,36.08662 24.856363,36.08652",N Dentro St
"24.857663,36.08542 24.857563,36.08662",N Ithakis St 4600 4698
"24.858964,36.08652 24.857563,36.08662",N Dentro St
"24.859064,36.08542 24.857663,36.08542",N Delfon St 4800 4898
"24.857564,36.08422 24.857663,36.08542",N Ithakis St 4500 4598
"24.859064,36.08542 24.858964,36.08652",N Omirou St 4600 4698
"24.859564,36.08662 24.858964,36.08652",N Dentro St 4700 4798
"24.860364,36.08542 24.859064,36.08542",N Delfon St 4700 4798
"24.858964,36.08412 24.859064,36.08542",N Omirou St 4500 4598
"24.860263,36.08922 24.860063,36.08902",N Desafio St
"24.860663,36.08952 24.860263,36.08922",N Desafio St
"24.860804,36.089509 24.860663,36.08952",Rist Way
"24.863918,36.087884 24.860804,36.089509",Rist Way
"24.860464,36.08712 24.860364,36.08772",N Ketallinias St 4724 4800
"24.860364,36.08542 24.860464,36.08712",N Ketallinias St 4600 4650
"24.861664,36.08542 24.860364,36.08542",N Delfon St 4600 4698
"24.860364,36.08422 24.860364,36.08542",N Ketallinias St 4500 4598
"24.861664,36.08542 24.861764,36.08632 24.860464,36.08712",N Hacia St 4600 4700
"24.861664,36.08422 24.861664,36.08542",N Hacia St 4500 4598
"24.862964,36.08542 24.861664,36.08542",N Delfon St 4500 4598
"24.857664,36.08292 24.857564,36.08422",N Ithakis St 4300 4498
"24.858964,36.08412 24.857564,36.08422",N Darluniau St 4800 4898
"24.857664,36.08172 24.857664,36.08292",N Ithakis St 4200 4298
"24.858964,36.08292 24.857664,36.08292",N Carretera St 4800 4898
"24.859064,36.08172 24.857664,36.08172",N Carnero St 4800 4898
"24.857664,36.08042 24.857664,36.08172",N Ithakis St 4100 4198
"24.858964,36.08292 24.858964,36.08412",N Omirou St 4300 4498
"24.859064,36.08172 24.858964,36.08292",N Omirou St 4200 4298
"24.860364,36.08292 24.858964,36.08292",N Carretera St 4700 4798
"24.858964,36.08122 24.859064,36.08172",N Omirou St 4150 4198
"24.860264,36.08172 24.859064,36.08172",N Carnero St 4700 4798
"24.859064,36.08052 24.858964,36.08122",N Omirou St 4100 4148
"24.856264,36.07802 24.856564,36.07852",N Limnou St 3800 3848
"24.857264,36.07872 24.857364,36.07932",N Ithakis St
"24.858964,36.07932 24.857364,36.07932",N Brada St 4800 4898
"24.856564,36.07852 24.857264,36.07872",Nikomidias St 4999 4901
"24.859064,36.07872 24.857264,36.07872",N Nikomidias St 4800 4912
"24.859064,36.07802 24.857664,36.07802",N Blant St 4800 4898
"24.857564,36.07662 24.857664,36.07802",N Ithakis St 3700 3848
"24.859064,36.08052 24.858664,36.08022",N Carden St 4800 4848
"24.858964,36.07932 24.859064,36.08052",N Omirou St 3900 4098
"24.860364,36.08052 24.859064,36.08052",N Carden St 4700 4798
"24.859064,36.07872 24.858964,36.07932",N Omirou St 3850 3898
"24.860364,36.07932 24.858964,36.07932",N Brada St 4700 4798
"24.859064,36.07802 24.859064,36.07872",N Omirou St 3800 3848
"24.860364,36.07802 24.859064,36.07802",N Blant St 4700 4798
"24.859064,36.07662 24.859064,36.07802",N Omirou St 3700 3798
"24.860364,36.08422 24.858964,36.08412",N Darluniau St 4700 4798
"24.860364,36.08292 24.860364,36.08422",N Ketallinias St 4300 4498
"24.861664,36.08422 24.860364,36.08422",N Darluniau St 4600 4698
"24.860264,36.08172 24.860364,36.08292",N Ketallinias St 4200 4298
"24.861664,36.08292 24.860364,36.08292",N Carretera St 4600 4698
"24.860264,36.08122 24.860264,36.08172",N Ketallinias St 4118 4198
"24.861664,36.08172 24.860264,36.08172",N Carnero St 4600 4698
"24.858964,36.08122 24.860264,36.08122",Yale St 4748 4798
"24.860364,36.08052 24.860264,36.08122",N Ketallinias St 4100 4116
"24.861664,36.08292 24.861664,36.08422",N Hacia St 4300 4498
"24.862964,36.08412 24.861664,36.08422",N Darluniau St 4500 4598
"24.861664,36.08172 24.861664,36.08292",N Hacia St 4200 4298
"24.862964,36.08292 24.861664,36.08292",N Carretera St 4500 4598
"24.861664,36.08052 24.861664,36.08172",N Hacia St 4100 4198
"24.862864,36.08172 24.861664,36.08172",N Carnero St 4500 4598
"24.860364,36.07932 24.860364,36.08052",N Ketallinias St 3900 4098
"24.861664,36.08052 24.860364,36.08052",N Carden St 4600 4698
"24.860364,36.07872 24.860364,36.07932",N Ketallinias St 3850 3898
"24.861664,36.07932 24.860364,36.07932",N Brada St 4600 4698
"24.860364,36.07802 24.860364,36.07872",N Ketallinias St 3800 3848
"24.861664,36.07802 24.860364,36.07802",N Blant St 4600 4698
"24.860364,36.07662 24.860364,36.07802",N Ketallinias St 3700 3798
"24.861664,36.07932 24.861664,36.08052",N Hacia St 3900 4098
"24.862964,36.08052 24.861664,36.08052",N Carden St 4500 4598
"24.861664,36.07802 24.861664,36.07932",N Hacia St 3800 3898
"24.862964,36.07932 24.861664,36.07932",N Brada St 4500 4598
"24.861664,36.07662 24.861664,36.07802",N Hacia St 3700 3798
"24.862964,36.07802 24.861664,36.07802",N Blant St 4500 4598
"24.837563,36.07702 24.835663,36.07572 24.835363,36.07562",N Narkissou St 6400 6498
"24.837563,36.07622 24.837563,36.07702",N Wenna St 3500 3698
"24.839163,36.07692 24.837563,36.07702",N Bilar St 6300 6398
"24.839687,36.073503 24.839863,36.07412",N Thermopilon St 3450 3498
"24.839687,36.073503 24.839579,36.07351",N Thramvou Dr
"24.839663,36.07342 24.839687,36.073503",N Thermopilon St 3316 3448
"24.841863,36.07402 24.839863,36.07412",N Barwyn St 6200 6298
"24.840662,36.073442 24.839687,36.073503",N Thramvou Dr 6208 6234
"24.838481,36.056741 24.838512,36.05637 24.838526,36.056037 24.838501,36.055806 24.838673,36.055666",Thermopilon St 1199 1101
"24.839686,36.070359 24.839884,36.071725",N Thermopilon St
"24.841486,36.070512 24.841242,36.070977 24.841059,36.071244 24.8408,36.071549",N Hallanol Dr 3100 3198
"24.844363,36.07622 24.842586,36.07622",N Bilar St 5900 6032
"24.841563,36.07262 24.840662,36.073442",N Thramvou Dr 6200 6206
"24.841563,36.07262 24.841863,36.07402",N Gerantoni St 3300 3498
"24.842963,36.07392 24.841863,36.07402",N Barwyn St 6100 6198
"24.842363,36.07202 24.842963,36.07392",N Ionnanon St 3250 3498
"24.842763,36.07182 24.842363,36.07202",N Thramvou Dr 3250 6098
"24.842963,36.07132 24.842763,36.07182",N Thramvou Dr 3200 3248
"24.838541,36.070931 24.837946,36.070931",N Avionos St 6400 6498
"24.837428,36.070146 24.838389,36.069909",N Averof St 6499 6401
"24.838389,36.069909 24.838465,36.069352",N Wenna St 3099 3001
"24.83639,36.068826 24.836909,36.068955 24.837168,36.069139 24.837367,36.069314 24.837885,36.069352 24.838465,36.069352",N Aveny St 6499 6301
"24.839686,36.069268 24.838465,36.069352",N Aveny St 6300 6408
"24.839686,36.069268 24.839686,36.070359",N Thermopilon St 3000 3314
"24.839686,36.068559 24.839686,36.069268",N Thermopilon St 2800 2898
"24.839686,36.068559 24.839991,36.068009",
"24.841263,36.06762 24.839991,36.068009",N Artakis St 6010 6298
"24.839763,36.06582 24.839263,36.06602",N Arkadiou St 6252 6298
"24.839163,36.06412 24.839263,36.06602",N Thermopilon St 2514 2598
"24.841163,36.06562 24.839763,36.06582",N Arkadiou St 6200 6250
